date,ville,annee,marque,modele,couleur,km,vin,prix
2026-04-08,Montréal,2024,Buick,Encore Gx Preferred,Red,16339,KL4AMBSL3RB112346,23000
2026-04-15,Montréal,2024,Buick,Encore Gx,Blue,14123,KL4AMCSL8RB062095,23000
2026-03-18,Montréal,2023,Buick,Envision Essence,Gray,97717,LRBFZPR4XPD191457,19500
2026-03-25,Montréal,2023,Buick,Envision Essence,,,NOVIN-E34BDD3FD2,25250
2026-04-08,Montréal,2023,Buick,Envision Essence,White,49967,LRBFZPR44PD210892,24000
2026-04-01,Montréal,2023,Buick,Envision Preferred,Red,12454,LRBFZMR4XPD197743,27000
2026-03-04,Montréal,2024,Buick,Envision Preferred,Black,2584,LRBFZME46RD039005,37250
2026-04-15,Montréal,2024,Buick,Envista,White,11771,KL47LCE29RB037108,27750
2026-04-15,Montréal,2024,Buick,Envista,Gray,10528,KL47LAE23RB113846,23000
2026-04-15,Montréal,2024,Buick,Envista,Black,29984,KL47LBE24RB184835,24250
2026-03-25,Montréal,2024,Buick,Envista Avenir,,23086,NOVIN-B021641CDB,24500
2026-03-25,Montréal,2024,Buick,Envista Avenir,,51951,NOVIN-2D3D0D1929,22500
2026-03-04,Montréal,2024,Buick,Envista Preferred,Black,18041,KL47LAE2XRB103007,22250
2026-03-04,Montréal,2024,Buick,Envista Preferred,Black,9260,KL47LAE21RB124232,22750
2026-03-04,Montréal,2024,Buick,Envista Preferred,White,23576,KL47LAE28RB068869,22500
2026-03-11,Montréal,2024,Buick,Envista Preferred,Black,21716,KL47LAE20RB083544,22500
2026-03-18,Montréal,2024,Buick,Envista Preferred,Black,42488,KL47LAE23RB153165,20000
2026-03-25,Montréal,2024,Buick,Envista Preferred,,20441,NOVIN-72227961CF,22500
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Black,38050,KL47LBE26RB097695,22600
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Black,35340,KL47LBE25RB084095,22750
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,White,46413,KL47LBE21RB083171,21000
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Other,27499,KL47LBE27RB098595,22750
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Orange,12280,KL47LBE26RB082484,24500
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Black,36237,KL47LBE24RB113215,23750
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Gray,24251,KL47LBE23RB113867,23250
2026-03-04,Montréal,2024,Buick,Envista Sport Touring,Gray,31436,KL47LBE2XRB098168,24200
2026-03-11,Montréal,2024,Buick,Envista Sport Touring,White,26274,KL47LBE27RB130879,24500
2026-03-11,Montréal,2024,Buick,Envista Sport Touring,Gray,16671,KL47LBE28RB130826,23250
2026-03-11,Montréal,2024,Buick,Envista Sport Touring,Black,40350,KL47LBE29RB165925,23250
2026-03-18,Montréal,2024,Buick,Envista Sport Touring,Blue,26888,KL47LBE26RB161105,23500
2026-03-18,Montréal,2024,Buick,Envista Sport Touring,White,54400,KL47LBE25RB131867,22000
2026-03-25,Montréal,2024,Buick,Envista Sport Touring,,50416,NOVIN-86910D8DE8,22500
2026-03-25,Montréal,2024,Buick,Envista Sport Touring,,19388,NOVIN-B878AE1522,25250
2026-03-25,Montréal,2024,Buick,Envista Sport Touring,,34524,NOVIN-1337BB20BC,24250
2026-03-25,Montréal,2024,Buick,Envista Sport Touring,,42725,NOVIN-DF1A3D451E,18250
2026-04-01,Montréal,2024,Buick,Envista Sport Touring,White,20552,KL47LBE21RB124527,25500
2026-04-01,Montréal,2024,Buick,Envista Sport Touring,Black,27265,KL47LBE20RB130267,25500
2026-04-08,Montréal,2024,Buick,Envista Sport Touring,Gray,9411,KL47LBE21RB083249,26250
2026-04-08,Montréal,2024,Buick,Envista Sport Touring,Orange,26666,KL47LBE22RB153258,23200
2026-04-08,Montréal,2024,Buick,Envista Sport Touring,Black,28965,KL47LBE22RB180105,24250
2026-04-08,Montréal,2024,Buick,Envista Sport Touring,Blue,35012,KL47LBE26RB113748,22700
2026-03-18,Montréal,2025,Buick,Envista Preferred,Orange,9462,KL47LAE24SB136932,24750
2026-02-25,Montréal,2024,Cadillac,CT5 Premium Luxury,Gray,16907,1G6DT5RW5R0110457,49750
2026-03-26,Québec,2024,Cadillac,Ct5 Premium Luxury,White,72323,1G6DT5RK5R0126591,36000
2026-04-08,Montréal,2021,Cadillac,Escalade Premium Luxury,Brown,66582,1GYS4CKL2MR252463,80600
2026-04-15,Montréal,2022,Cadillac,Escalade Esv,Black,79477,1GYS4RKL7NR173911,77800
2026-04-15,Montréal,2023,Cadillac,Escalade,White,63140,1GYS4DKL9PR306609,98500
2026-04-08,Montréal,2023,Cadillac,Escalade Esv 4Wd Sport Platinum,Black,46832,1GYS4RKL5PR499757,107800
2026-04-15,Montréal,2024,Cadillac,Escalade,Black,21730,1GYS4EKL0RR238340,116250
2026-03-11,Montréal,2024,Cadillac,Escalade 4WD Sport Platinum,White,203,1GYS4GKLXRR155249,135750
2026-04-01,Montréal,2024,Cadillac,Escalade 4Wd Sport,Green,36752,1GYS4EKL0RR189768,116750
2026-03-05,Québec,2024,Cadillac,Escalade ESV 4WD Sport Platinum,Black,22603,1GYS4RKL6RR273228,117750
2026-03-04,Montréal,2025,Cadillac,Escalade 4WD Sport Platinum,White,5650,1GYS9GRL3SR109243,163000
2026-04-08,Montréal,2024,Cadillac,Lyriq,Black,64730,1GYKPVRL9RZ118565,42250
2026-04-15,Montréal,2024,Cadillac,Lyriq,Black,35674,1GYKPMRK9RZ107034,41250
2026-03-04,Montréal,2024,Cadillac,Lyriq 4DR,Gray,17743,1GYKPRRL8RZ104325,38000
2026-03-18,Montréal,2024,Cadillac,Lyriq 4DR,Blue,29885,1GYKPTRL9RZ134348,49750
2026-03-18,Montréal,2024,Cadillac,Lyriq 4DR,Gray,41292,1GYKPMRKXRZ102800,38750
2026-03-18,Montréal,2024,Cadillac,Lyriq 4DR,Black,53051,1GYKPMRL8RZ143340,40000
2026-03-04,Montréal,2024,Cadillac,Lyriq Tech,Gray,25294,,40800
2026-04-02,Québec,2021,Cadillac,Xt4,White,124539,1GYFZFR45MF052343,23000
2026-03-04,Montréal,2023,Cadillac,XT4 AWD Luxury,Gray,2891,1GYFZBR48PF119000,38250
2026-03-04,Montréal,2023,Cadillac,XT4 AWD Luxury,Black,40309,1GYFZBR49PF179710,30500
2026-03-05,Québec,2023,Cadillac,XT4 AWD Sport,Silver,18342,1GYFZFR47PF167580,38200
2026-04-15,Montréal,2024,Cadillac,Xt4,White,50334,1GYFZFR40RF179962,42100
2026-03-04,Montréal,2024,Cadillac,XT4 AWD Sport,Black,26379,1GYFZFR48RF101557,46750
2026-03-04,Montréal,2024,Cadillac,XT4 AWD Sport,Gray,72119,1GYFZFR4XRF165454,32250
2026-03-11,Montréal,2024,Cadillac,XT4 AWD Sport,Gray,79421,1GYFZFR48RF102966,36000
2026-03-11,Montréal,2024,Cadillac,XT4 AWD Premium Luxury,White,11037,1GYFZDR41RF123744,43000
2026-03-25,Montréal,2024,Cadillac,Xt4 Awd Premium Luxury,White,1195,1GYFZDR48RF197307,46000
2026-04-15,Montréal,2017,Cadillac,Xt5,White,141246,1GYKNDRS2HZ105873,15000
2026-04-08,Montréal,2017,Cadillac,Xt5 Premium Luxury Awd,Black,217718,1GYKNERS7HZ267293,10000
2026-04-15,Montréal,2024,Cadillac,Xt5,Black,44423,1GYKNHRS6RZ706664,46500
2026-03-18,Montréal,2024,Cadillac,XT5 AWD Sport,Black,7497,1GYKNGRS1RZ715086,52800
2026-04-01,Montréal,2024,Cadillac,Xt5 Awd Luxury,Black,14942,1GYKNBR40RZ729730,38750
2026-04-08,Montréal,2024,Cadillac,Xt5 Awd Premium Luxury,Black,29000,1GYKNDR45RZ721683,41500
2026-04-08,Montréal,2024,Cadillac,Xt5 Awd Sport,White,40635,1GYKNGRS5RZ712675,47250
2026-04-09,Québec,2022,Cadillac,Xt6 Sport,Black,50919,1GYKPGRS2NZ151727,41300
2026-03-11,Montréal,2024,Cadillac,XT6 AWD Sport,Black,39439,1GYKPGRS9RZ708851,55250
2026-04-09,Québec,2020,Can-Am,Outlander Max 6X6,Green,2472,3JBRMAJ29LJ000313,8200
2026-04-09,Québec,2020,Can-Am,Outlander Max 650,Gray,3126,3JBLPAJ20LJ001525,5600
2026-03-26,Québec,2022,Cfmoto,Cforce 1000,Orange,2056,LCELV1Z58N6004269,8400
2026-03-04,Montréal,2020,Chevrolet,Blazer RS,Blue,105399,3GNKBKRS5LS581700,21100
2026-04-15,Montréal,2022,Chevrolet,Blazer,Red,66277,3GNKBKRS6NS122162,27250
2026-04-15,Montréal,2023,Chevrolet,Blazer,Gray,14140,3GNKBKRS3PS175355,35750
2026-03-11,Montréal,2023,Chevrolet,Blazer LT,Gray,68503,3GNKBHR47PS212654,24000
2026-03-25,Montréal,2023,Chevrolet,Blazer Lt,White,142519,3GNKBHR40PS116557,17000
2026-03-18,Montréal,2023,Chevrolet,Blazer RS,Black,27589,3GNKBKRS8PS174041,35250
2026-03-11,Montréal,2024,Chevrolet,Blazer EV EAWD RS,Gray,40627,3GNKDCRJ1RS189166,32250
2026-04-15,Montréal,2024,Chevrolet,Blazer Ev,Black,50270,3GNKDCRJ3RS136520,31750
2026-03-18,Montréal,2024,Chevrolet,Blazer LT,Gray,20701,3GNKBHR49RS181264,31000
2026-03-04,Montréal,2024,Chevrolet,Blazer RS,Red,23057,3GNKBKRS4RS144151,38750
2026-04-08,Montréal,2024,Chevrolet,Blazer Rs,Black,46200,3GNKBKRS0RS180547,37000
2026-03-18,Montréal,2025,Chevrolet,Blazer EV AWD LT,Blue,1813,3GNKDGRJ6SS105789,45250
2026-03-25,Montréal,2025,Chevrolet,Blazer Ev 3Rs,WHITE,45856,3GNKDJRJ4SS107053,40200
2026-03-04,Montréal,2020,Chevrolet,Bolt EV 5LT,Red,93474,1G1FY6S08L4128947,14100
2026-03-11,Montréal,2020,Chevrolet,Bolt EV LT,Black,283335,1G1FY6S06L4130700,3900
2026-03-11,Montréal,2022,Chevrolet,Bolt EUV Premier,Black,127401,1G1FZ6S02N4112047,16600
2026-04-08,Montréal,2022,Chevrolet,Bolt Euv Lt,Silver,23277,1G1FY6S09P4147710,23600
2026-03-05,Québec,2022,Chevrolet,Bolt EV 1LT,Blue,48009,1G1FW6S05N4114092,21000
2026-03-04,Montréal,2023,Chevrolet,Bolt EUV LT,Red,59039,1G1FY6S01P4125622,22250
2026-03-19,Québec,2023,Chevrolet,Bolt EUV Premier,Gray,79094,1G1FZ6S04P4172575,22800
2026-03-25,Montréal,2023,Chevrolet,Bolt Euv Premier,Black,76049,1G1FZ6S0XP4192572,21700
2026-03-26,Québec,2023,Chevrolet,Bolt Euv Lt,Red,65456,1G1FY6S02P4171847,21200
2026-03-25,Montréal,2023,Chevrolet,Bolt Euv Lt,,101163,NOVIN-66D85BC1E5,18600
2026-04-01,Montréal,2023,Chevrolet,Bolt Euv Premier,Gray,20367,1G1FZ6S03P4196933,26700
2026-04-01,Montréal,2023,Chevrolet,Bolt Euv Lt,White,13739,1G1FY6S08P4203345,25200
2026-04-15,Montréal,2023,Chevrolet,Bolt Euv,Black,77534,1G1FZ6S05P4141710,22750
2026-03-18,Montréal,2023,Chevrolet,Bolt EV 1LT,White,30200,1G1FW6S00P4172016,6900
2026-03-25,Montréal,2023,Chevrolet,Bolt Ev 1Lt,,,NOVIN-290D8ED055,
2026-02-26,Québec,2018,Chevrolet,Colorado 4WD LT Crew Cab Std Bed,Yellow,83707,1GCGTCEN2J1245826,27000
2026-02-25,Montréal,2018,Chevrolet,Colorado 4WD ZR2 Crew Cab Short Bed,White,93829,1GCPTEE18J1164869,28000
2026-03-19,Québec,2018,Chevrolet,Colorado 4WD Z71 Crew Cab Std Bed,RED,100299,1GCPTDE17J1171418,15200
2026-04-09,Québec,2018,Chevrolet,Colorado 4Wd Lt Crew Cab Short Bed,Silver,154628,1GCGTCEN7J1300948,17300
2026-04-15,Montréal,2019,Chevrolet,Colorado,WHITE,162486,1GCHSBEA4K1243124,8400
2026-04-01,Montréal,2019,Chevrolet,Colorado 4Wd Work Truck Extended Cab Std,White,230441,1GCHTBEA6K1316488,10500
2026-04-15,Montréal,2020,Chevrolet,Colorado,WHITE,165506,1GCHSBEA3L1111764,8600
2026-04-08,Montréal,2021,Chevrolet,Colorado 2Wd Work Truck Extended Cab Std,White,88376,1GCHSBEA3M1219965,20000
2026-03-04,Montréal,2021,Chevrolet,Colorado 4WD LT Crew Cab Std Bed,White,184368,1GCGTCEN7M1228122,18000
2026-04-01,Montréal,2021,Chevrolet,Colorado 4Wd Work Truck Extended Cab Std,WHITE,98964,1GCHTBEA1M1228273,22700
2026-02-25,Montréal,2022,Chevrolet,Colorado 4WD ZR2 Crew Cab Short Bed,Blue,73197,1GCGTEENXN1104083,40100
2026-04-15,Montréal,2023,Chevrolet,Colorado,Gray,86978,1GCPTDEKXP1134655,42000
2026-04-15,Montréal,2023,Chevrolet,Colorado,GRAY,59582,1GCPTCEK9P1234272,36750
2026-03-18,Montréal,2023,Chevrolet,Colorado 2WD Work Truck Crew Cab Short Be,GRAY,34131,1GCPSBEK7P1266828,32250
2026-03-04,Montréal,2023,Chevrolet,Colorado 4WD LT Crew Cab Short Bed,Gray,20416,1GCPTCEK3P1256672,42750
2026-03-04,Montréal,2023,Chevrolet,Colorado 4WD Work Truck Crew Cab Short Bed,Black,39881,1GCPTBEK2P1257421,35250
2026-03-11,Montréal,2023,Chevrolet,Colorado 4WD Trail Boss Crew Cab Short Bed,White,108902,1GCPTEEK3P1152632,34250
2026-03-18,Montréal,2023,Chevrolet,Colorado 4WD ZR2 Crew Cab Short Bed,Blue,26471,1GCPTFEK6P1227782,55500
2026-04-08,Montréal,2023,Chevrolet,Colorado 4Wd Z71 Crew Cab Short Bed,Gray,36731,1GCPTDEK0P1193973,45400
2026-04-15,Montréal,2024,Chevrolet,Colorado,BLACK,44774,1GCPTEEK5R1152182,43750
2026-03-04,Montréal,2024,Chevrolet,Colorado 4WD Trail Boss Crew Cab Short Bed,Other,25254,1GCPTEEK0R1203278,44250
2026-03-04,Montréal,2024,Chevrolet,Colorado 4WD Trail Boss Crew Cab Short Bed,Black,40172,1GCPTEEK7R1132807,42200
2026-03-25,Montréal,2024,Chevrolet,Colorado 4Wd Trail Boss,,37871,NOVIN-2B78F73272,42750
2026-04-01,Montréal,2024,Chevrolet,Colorado 4Wd Lt Crew Cab Short Bed,GRAY,84759,1GCPTCEK1R1187189,35900
2026-04-01,Montréal,2024,Chevrolet,Colorado 4Wd Trail Boss Crew Cab Short Be,Black,32526,1GCPTEEK4R1131162,44500
2026-04-01,Montréal,2024,Chevrolet,Colorado 4Wd Trail Boss Crew Cab Short Be,Black,18962,1GCPTEEK7R1132886,46000
2026-04-08,Montréal,2024,Chevrolet,Colorado 4Wd Trail Boss Crew Cab Short Bed,Black,67477,1GCPTEEK8R1265107,41000
2026-04-15,Montréal,2025,Chevrolet,Colorado,WHITE,63146,1GCPTDEK6S1155804,43000
2026-03-11,Montréal,2025,Chevrolet,Colorado 4WD Trail Boss Crew Cab Short Bed,Blue,10378,1GCPTEEK3S1175384,49250
2026-04-15,Montréal,2017,Chevrolet,Corvette,Gray,9458,1G1YM2D74H5104217,67500
2026-02-25,Montréal,2022,Chevrolet,Corvette 1LT,Gray,17724,1G1YA2D49N5111366,79100
2026-04-15,Montréal,2024,Chevrolet,Corvette,White,24525,1G1YB3D46R5129218,96100
2026-04-01,Montréal,2024,Chevrolet,Corvette 2Lt,Gray,1172,1G1YB2D49R5105683,93500
2026-03-05,Québec,2024,Chevrolet,Corvette 3LT,Red,4684,1G1YC3D49R5107792,104200
2026-04-15,Montréal,2025,Chevrolet,Corvette,White,4299,1G1YC2D44S5109305,105750
2026-04-15,Montréal,2025,Chevrolet,Corvette,Yellow,3877,1G1YC3D48S5103965,110000
2026-03-04,Montréal,2016,Chevrolet,Cruze Premier,Black,85134,1G1BG5SMXG7232486,5100
2026-04-09,Québec,2018,Chevrolet,Cruze Lt,Blue,173916,3G1BD6SM3JS584705,2200
2026-04-15,Montréal,2019,Chevrolet,Cruze,Silver,124143,1G1BE5SM6K7144324,9600
2026-03-04,Montréal,2019,Chevrolet,Cruze LT,White,198728,1G1BE5SM7K7146325,4100
2026-03-25,Montréal,2017,Chevrolet,Equinox Lt,Gray,135784,2GNFLFE33H6222887,6700
2026-03-05,Québec,2018,Chevrolet,Equinox LS,Black,234331,2GNAXREV3J6168305,4000
2026-02-25,Montréal,2018,Chevrolet,Equinox Premier,Red,155053,2GNAXVEVXJ6102648,7800
2026-03-04,Montréal,2019,Chevrolet,Equinox LS,Silver,178913,2GNAXHEV1K6193683,5400
2026-02-25,Montréal,2019,Chevrolet,Equinox LT,White,177716,2GNAXUEV7K6154279,7700
2026-03-04,Montréal,2019,Chevrolet,Equinox LT,White,248477,2GNAXUEV1K6216128,5000
2026-03-04,Montréal,2019,Chevrolet,Equinox LT,Black,171209,2GNAXJEV6K6188616,6200
2026-02-26,Québec,2019,Chevrolet,Equinox Premier,Red,90511,2GNAXYEX8K6193648,14900
2026-03-04,Montréal,2020,Chevrolet,Equinox LT,Black,92756,2GNAXTEV5L6254604,14000
2026-03-25,Montréal,2021,Chevrolet,Equinox Ls,Silver,210632,2GNAX5EV9M6161906,6800
2026-03-25,Montréal,2021,Chevrolet,Equinox Lt,Red,107551,2GNAXTEV4M6134598,15800
2026-04-15,Montréal,2022,Chevrolet,Equinox,White,93070,2GNAXKEV7N6110159,13900
2026-04-15,Montréal,2022,Chevrolet,Equinox,White,106596,2GNAXKEV0N6110214,10400
2026-04-15,Montréal,2022,Chevrolet,Equinox,White,110047,3GNAXUEV7NL246282,12700
2026-04-15,Montréal,2022,Chevrolet,Equinox,Red,57685,2GNAXWEV5N6140817,22250
2026-03-25,Montréal,2022,Chevrolet,Equinox Ls,White,90152,2GNAXFEV3N6133719,17600
2026-04-08,Montréal,2022,Chevrolet,Equinox Ls,Silver,82882,2GNAXSEV9N6116481,16800
2026-03-04,Montréal,2022,Chevrolet,Equinox LT,White,101627,2GNAXUEV6N6121486,17800
2026-02-25,Montréal,2022,Chevrolet,Equinox LT,White,94296,3GNAXUEVXNL257616,19200
2026-03-18,Montréal,2022,Chevrolet,Equinox LT,Silver,94037,2GNAXUEV8N6109369,18800
2026-03-18,Montréal,2022,Chevrolet,Equinox LT,Black,152885,3GNAXUEV3NL260759,12600
2026-03-25,Montréal,2022,Chevrolet,Equinox Lt,White,85011,3GNAXUEV3NL237496,20100
2026-03-25,Montréal,2022,Chevrolet,Equinox Lt,White,91629,3GNAXUEV9NL266694,19200
2026-04-08,Montréal,2022,Chevrolet,Equinox Lt,Black,116048,2GNAXKEV0N6134867,16800
2026-04-08,Montréal,2022,Chevrolet,Equinox Lt,White,63447,2GNAXUEV9N6133762,19000
2026-04-09,Québec,2022,Chevrolet,Equinox Lt,White,126622,2GNAXUEVXN6123824,14600
2026-03-18,Montréal,2022,Chevrolet,Equinox RS,Black,54728,2GNAXWEV4N6112135,22000
2026-04-15,Montréal,2023,Chevrolet,Equinox,White,109693,3GNAXUEG5PS121758,15200
2026-03-04,Montréal,2023,Chevrolet,Equinox LS,Black,166705,3GNAXSEG5PL156248,13600
2026-03-18,Montréal,2023,Chevrolet,Equinox LT,Gray,121462,3GNAXUEG0PL235273,15500
2026-04-01,Montréal,2023,Chevrolet,Equinox Premier,Black,106362,3GNAXXEG1PL109232,21800
2026-04-01,Montréal,2023,Chevrolet,Equinox Premier,Black,110353,3GNAXXEG2PL109871,21000
2026-04-15,Montréal,2024,Chevrolet,Equinox,White,121174,3GNAXUEGXRS192988,17000
2026-03-18,Montréal,2024,Chevrolet,Equinox EV 4DR,Black,30499,3GN7DLRR3RS288440,33250
2026-03-18,Montréal,2024,Chevrolet,Equinox EV RS,Red,42617,3GN7DSRP0RS295211,30000
2026-03-25,Montréal,2024,Chevrolet,Equinox Ev 4Dr,,21096,NOVIN-F380243125,33000
2026-04-01,Montréal,2024,Chevrolet,Equinox Ev 3Lt,GRAY,44329,3GN7DMRR6RS258001,32700
2026-04-01,Montréal,2024,Chevrolet,Equinox Ev Rs,Red,50623,3GN7DSRR4RS271835,34250
2026-04-01,Montréal,2024,Chevrolet,Equinox Ev 2Rs Awd,BLACK,42715,3GN7DSRR3RS296905,34700
2026-04-09,Québec,2024,Chevrolet,Equinox Ev 4Dr,Red,21996,3GN7DLRP0RS294646,33600
2026-04-01,Montréal,2024,Chevrolet,Equinox Lt,White,121495,3GNAXUEG2RS169978,20400
2026-03-18,Montréal,2024,Chevrolet,Equinox RS,White,39467,3GNAXWEG7RS234416,26800
2026-03-25,Montréal,2024,Chevrolet,Equinox Rs,WHITE,22818,3GNAXWEG0RS234578,27100
2026-03-26,Québec,2024,Chevrolet,Equinox Rs,White,34123,3GNAXWEG4RS249861,26500
2026-03-18,Montréal,2025,Chevrolet,Equinox AWD RS,Gray,24928,3GNAXTEG9SL244170,31800
2026-03-04,Montréal,2025,Chevrolet,Equinox EV 4DR,Black,29647,3GN7DSRR8SS181559,32800
2026-03-18,Montréal,2025,Chevrolet,Equinox EV 4DR,Red,64692,3GN7DSRP9SS115469,29600
2026-04-01,Montréal,2025,Chevrolet,Equinox Ev 4Dr,White,13245,3GN7DSRR1SS140125,39750
2026-04-02,Québec,2025,Chevrolet,Equinox Ev,Blue,23484,3GN7DLRPXSS119231,31000
2026-04-08,Montréal,2025,Chevrolet,Equinox Ev Lt,RED,30350,3GN7DLRP5SS155179,32600
2026-04-15,Montréal,2025,Chevrolet,Equinox Ev,White,14182,3GN7DSRP0SS187564,34500
2026-03-18,Montréal,2025,Chevrolet,Equinox FWD LT,White,20308,3GNAXHEG7SL320482,28300
2026-04-01,Montréal,2026,Chevrolet,Equinox Awd Rs,Gray,29244,3GNAXTEG9TL127626,36400
2026-04-01,Montréal,2013,Chevrolet,Express Cargo Van Rwd 2500 135Po,WHITE,352024,1GCWGFCA2D1147708,1200
2026-04-09,Québec,2015,Chevrolet,Malibu Ls,White,162558,1G11A5SL5FF310309,2500
2026-03-05,Québec,2017,Chevrolet,Malibu LT,Gray,149009,1G1ZE5ST8HF147777,7500
2026-04-15,Montréal,2020,Chevrolet,Malibu,Black,47578,1G1ZD5ST5LF133329,17600
2026-03-25,Montréal,2021,Chevrolet,Malibu Ls,Silver,50683,1G1ZC5STXMF083001,10600
2026-03-25,Montréal,2021,Chevrolet,Malibu Ls,Silver,138402,1G1ZC5ST7MF082985,10400
2026-03-25,Montréal,2021,Chevrolet,Malibu Ls,White,135319,1G1ZC5ST4MF083110,11800
2026-03-25,Montréal,2021,Chevrolet,Malibu Ls,White,89262,1G1ZC5ST4MF082975,15400
2026-03-18,Montréal,2021,Chevrolet,Malibu LT,Blue,113974,1G1ZD5ST7MF086385,14400
2026-04-01,Montréal,2021,Chevrolet,Malibu Lt,Silver,73836,1G1ZD5ST3MF067834,18000
2026-04-15,Montréal,2022,Chevrolet,Malibu,Black,114512,1G1ZD5ST5NF105274,15200
2026-04-09,Québec,2011,Chevrolet,Silverado 2500Hd Work Truck Crew Cab Long Bed,WHITE,162952,1GC1KVCG6BF126478,6000
2026-04-09,Québec,2011,Chevrolet,Silverado 3500Hd Srw Work Truck Crew Cab Long Bed,WHITE,134484,1GC4KZCG7BF103375,14000
2026-04-09,Québec,2013,Chevrolet,Silverado 1500 Wt Extended Cab Long Bed,WHITE,176771,1GCRKPE0XDZ113149,6500
2026-03-18,Montréal,2017,Chevrolet,Silverado 1500 High Country Crew Cab Short Bed,Black,212915,3GCUKTEC2HG116131,15000
2026-03-05,Québec,2018,Chevrolet,Silverado 1500 LT,Red,145474,1GCVKREC1JZ236161,16000
2026-03-18,Montréal,2018,Chevrolet,Silverado 2500HD LTZ Crew Cab Std Bed,Black,465777,1GC1KWEY5JF266452,19000
2026-04-15,Montréal,2018,Chevrolet,Silverado 2500Hd,WHITE,146003,1GC1KVEGXJF246151,27400
2026-03-04,Montréal,2019,Chevrolet,Silverado 1500 Custom Trail Boss,Red,155104,1GCRYCEH0KZ229714,21900
2026-03-04,Montréal,2019,Chevrolet,Silverado 1500 LTZ Crew Cab Std Bed,Black,194911,1GCUYGED3KZ379119,24000
2026-02-25,Montréal,2019,Chevrolet,Silverado 1500 RST Crew Cab Std Bed,Black,124327,1GCUYEED8KZ424981,30200
2026-03-18,Montréal,2019,Chevrolet,Silverado 1500 Custom,Gray,102170,1GCRYBEF4KZ315827,27700
2026-04-15,Montréal,2019,Chevrolet,Silverado 1500,Black,123773,1GCPYFED8KZ133822,38000
2026-03-04,Montréal,2020,Chevrolet,Silverado 1500 LT Trail Boss Crew Cab Std Bed,Gray,91723,1GCPYFEL7LZ348066,44200
2026-02-25,Montréal,2020,Chevrolet,Silverado 1500 RST,Black,57850,1GCRYEED3LZ353762,36600
2026-02-25,Montréal,2020,Chevrolet,Silverado 1500 LT Trail Boss Crew Cab Std Bed,Red,73457,1GCPYFEL7LZ372769,44800
2026-03-18,Montréal,2020,Chevrolet,Silverado 1500 Work Truck,Blue,107853,1GCRYAEHXLZ213042,23250
2026-03-18,Montréal,2020,Chevrolet,Silverado 1500 Custom Crew Cab Std Bed,Black,103204,1GCUYBEF2LZ291006,33400
2026-03-12,Québec,2020,Chevrolet,Silverado 1500 Custom Crew Cab Std Bed,GRAY,194870,1GCUYBEFXLZ149812,9800
2026-04-01,Montréal,2020,Chevrolet,Silverado 1500 Lt,Black,153728,1GCRYDEK3LZ278845,22000
2026-04-01,Montréal,2020,Chevrolet,Silverado 1500 Custom Crew Cab Std Bed,Red,65514,1GCUYBEF9LZ277426,35500
2026-04-01,Montréal,2020,Chevrolet,Silverado 1500 Rst Crew Cab Std Bed,Red,54816,1GCUYEED4LZ291511,46500
2026-04-08,Montréal,2020,Chevrolet,Silverado 1500 Custom Crew Cab Std Bed,Gray,130357,1GCUYBEF2LZ212384,29500
2026-04-15,Montréal,2020,Chevrolet,Silverado 1500,White,137560,1GCUYEED0LZ131626,32000
2026-04-15,Montréal,2020,Chevrolet,Silverado 1500,Gray,116244,1GCPYFED3LZ100759,35750
2026-03-18,Montréal,2020,Chevrolet,Silverado 2500HD LT Crew Cab Long Bed,Red,126850,1GC1YNEY8LF340894,38000
2026-03-25,Montréal,2020,Chevrolet,Silverado 2500Hd Lt Cre,,89656,NOVIN-637CAEB18C,55750
2026-04-15,Montréal,2020,Chevrolet,Silverado 2500Hd,Red,132908,1GC1YNEYXLF122214,41000
2026-03-04,Montréal,2021,Chevrolet,Silverado 1500 LT Trail Boss Crew Cab Std Bed,Gray,90155,1GCPYFED4MZ291884,45000
2026-03-04,Montréal,2021,Chevrolet,Silverado 1500 RST Crew Cab Short Bed,White,68488,1GCUYEED6MZ383687,39500
2026-02-25,Montréal,2021,Chevrolet,Silverado 1500 Custom Trail Boss Crew Cab Std Bed,Silver,62144,1GCPYCEF0MZ375765,40300
2026-04-01,Montréal,2021,Chevrolet,Silverado 1500 Custom Crew Cab Std Bed,WHITE,72062,1GCUYBEF0MZ415324,29600
2026-04-01,Montréal,2021,Chevrolet,Silverado 1500 Custom,Black,60743,1GCRYBEK3MZ237590,31400
2026-04-01,Montréal,2021,Chevrolet,Silverado 1500 Custom Trail Boss Crew Cab Short Bed,Gray,117859,1GCPYCEF1MZ199972,30000
2026-04-08,Montréal,2021,Chevrolet,Silverado 1500 Work Truck Crew Cab Std Bed,WHITE,110259,1GCUYAEF2MZ255568,20200
2026-04-08,Montréal,2021,Chevrolet,Silverado 1500 Rst Crew Cab Std Bed,Black,59613,1GCUYEED8MZ422165,45400
